current_id,stable_id,name,pref
Qdv6ea0EICeLHsSzomwt,ff3d1a285345891ab3ddace51995cd81df4a4a63,氷ノ山,兵庫県・鳥取県
txNW4ISW7YOWbvzL4Xk0,6d287e838b85622c9283a998a6ff0efad1042b42,カムイエクウチカウシ山,北海道
VQ5KgxSpgyibqgudLGUu,f83e6cdfeaeb1179b9d74b5beee0227852c557a6,ニペソツ山,北海道
cg3FasjpYEiFmPFWgOI0,85f2290ec5fac74daf2a190de55390492554828c,ペテガリ岳,北海道
HiFiyxK0tqxocndf4DF7,069fa561d704ca7844a493aaf510582a78e63f8d,芦別岳,北海道
KPAH0YEmzRBZw8URXisp,4571330cd2dd635909ad84624c3ee591ddbc9f13,駒ヶ岳,北海道
0MOAOFGeOcRhkzBzvbVc,c76f2988eaf53ee817c174216c2cdea60dda408b,暑寒別岳,北海道
pfdOvyVPj2MjpHlMXm7C,0cc07d8660ba9775cf183a9b4da6ff1ef900e69d,石狩岳,北海道
Hrz94WtqTeQuvhOUGxNO,fd77db543ef9cdf1c013958639db5b736cffaad7,樽前山,北海道
wnuOApKjgLcgbikCtjWu,5e3e2b78d7484f429454db101e8601d440f29c2b,天塩岳,北海道
BdLAOJOeE5fMDdYAU5Sk,efcceacf587f6b643f083cccd20916998d2acdac,夕張岳,北海道
